0	1955	.75
1	1937	.75
1	1939	.46
0	1958	.5
1	1967	1
0	1956	1
1	1962	0
0	1953	.5
1	1949	0
1	1939	.33
0	1957	0
1	1945	-.44
1	1938	.45
1	1965	1
1	1962	.5
1	1949	.44
1	1941	1
0	1969	-.77
0	1970	-.77
0	1971	-.67
0	1971	-.91
0	1975	-.5
0	1981	-.17
0	1986	-1
0	1988	-.27
0	1990	-.34
0	1991	-.68
1	1993	.36
1	1994	-.05
